id	source	text	satisfaction	satisfaction_std	satisfaction_bucket	satisfaction_support	considerateness	considerateness_std	considerateness_bucket	considerateness_support	dedication	dedication_std	dedication_bucket	dedication_support	emotion	emotion_std	emotion_bucket	emotion_support
2579	airline	Checking in at Manaus airport for the flight Manaus to Fortaleza, flight made by the Brazilian company GOL, they refused to let me check in.	1.666666667	0.5773502692	2	3	3	0	3	3	2.666666667	0.5773502692	3	3	2.333333333	1.154700538	2	3
2580	trip_advisor	next month and must change from the international flight to the domestic flight at Denpasar.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
2581	yahoo	\n\nAfter about the third week of training, insert a one min jog into your runs, after 4 min of walking.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
2582	twitter	shout to the employees in mechanicsburg trying to stop an old lady from being scammed out of 4000	3.5	0.7071067812	4	2	3.5	0.7071067812	4	2	3.5	0.7071067812	4	2	3	0	3	2
2583	asapp	I can't really help you with cancellation though that's something that needs to be done on your end.	2.666666667	0.5773502692	3	3	3	1	3	3	3	1	3	3	1.333333333	0.5773502692	1	3
2584	asapp	Do you need it updated on a current order or just in general on your account?	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	1	0	1	2
2585	trip_advisor	Clearly I had no idea when I could travel back to the UK.	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
2587	trip_advisor	I am hoping someone out there can illuminate me as to which carrier offers: - The best/newest/most luxurious seats - The best cabin amenities Conversely, any carriers whose first class long-haul to Hawaii I should avoid?	3.5	0.7071067812	4	2	3.5	0.7071067812	4	2	3	0	3	2	1	0	1	2
2588	air_customer	I didn’t purchase any drinks or snacks as I took my own on board.	3	0	3	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
2589	yahoo	Look to /etc/dhcpc for any files that might be there.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
2590	asapp	Can you please tell me the amount of the extra charge on your bill?	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	1	0	1	2
2591	ubuntu	hi when trying to install softwre to play video file it shows this kind of msg ( E: dpkg was interrupted, you must manually run 'dpkg --configure -a' to correct the problem.	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1	0	1	2
2593	yahoo	What are good sources to find out about new gospel artists?	3.5	0.7071067812	4	2	3.5	0.7071067812	4	2	3	0	3	2	1	0	1	2
2594	twitter	im in brazil your brazilian numbers on that site do not workare no longer in service who can i callwhat for international personal services the acces codes online do not exist	2	1	2	3	2.666666667	0.5773502692	3	3	2	1	2	3	1.666666667	1.154700538	2	3
2595	twitter	dear idea network 179 ka recharge bhi karwa liyaor number aadhar se link agli baar gyan dene ki jagah call connect kare	3	0	3	3	3	0	3	3	3	0	3	3	2.333333333	1.154700538	2	3
2596	twitter	this being uksausageweek its reminded me to ask will you be doing the taste the diff chipolatas w cranberries this year	3	0	3	2	3.5	0.7071067812	4	2	3.5	0.7071067812	4	2	1	0	1	2
2597	air_customer	The flight leaves late due to late inbound craft -(which is a BS excuse really - - a more honest one would be the craft was late because its on an end to end schedule with very tight turnaround times, and we stuffed up somewhere earlier in the day).	1.5	0.7071067812	1	2	2.5	0.7071067812	2	2	2.5	0.7071067812	2	2	3.5	0.7071067812	4	2
2598	asapp	May I ask what is the date that your promo code was issued?	3	0	3	2	4.5	0.7071067812	5	2	3	0	3	2	1	0	1	2
2599	yahoo	Can someone help me with understanding someone else's wisdom, please?	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	1.5	0.7071067812	2	2
2600	yahoo	The bands are impressively big (for a party) like this year's Earth, Wind, and Fire (http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:aq6jtr59klox), there is a huge variety of food and alcohol (including ice sculpture martini luges), and lots of other activities (gambling, full-body video games).	3.666666667	1.154700538	4	3	3.333333333	0.5773502692	3	3	3.666666667	0.5773502692	4	3	2	1	2	3
2601	ubuntu	Is this normal, does it just take a while to get it all uploaded?	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1	0	1	2
2602	ubuntu	Windows PC's see it as a blank disk but it's not writeable anymore!	2.333333333	0.5773502692	2	3	3	0	3	3	3	0	3	3	2.666666667	1.527525232	3	3
2603	trip_advisor	I was reading through some of the posts on TA and hear nothing but horror stories about USAir.	2	1	2	3	3	0	3	3	2.333333333	1.154700538	2	3	2	0	2	3
2604	airline	It was an unfortunate experience together Aerolineas and Argentina.	1.666666667	0.5773502692	2	3	3	0	3	3	2.333333333	1.154700538	2	3	2	1	2	3
2605	ubuntu	I'm not sure but you could check with xaralx, that might have ai support by now, i haven't used it in a while thoguh	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	1	0	1	2
2606	twitter	let us go over some options in real time with you here	3	0	3	2	4	0	4	2	3	0	3	2	1	0	1	2
2607	asapp	I apologize but this year's annual sale has already ended on January 31st.	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	2.5	0.7071067812	3	2
2608	ubuntu	anybody recommend a CD/DVD writing application for gnome for ubuntu edgy?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
2610	twitter	thank you but this found nothing wrongand i still have the same issues i believe it is a group policy or other security issue	2	0	2	2	3.5	0.7071067812	4	2	2.5	0.7071067812	2	2	2	0	2	2
2611	air_customer	hi there, we are flying to Auckland via Dubai, someone told me that airport security is very strict on medicine like painkillers etc. in hold luggage or hand luggage, Any ideas on this ?	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	1.5	0.7071067812	2	2
2612	ubuntu	well, the IPv4 one seems to be ok, if you want to can report it in #canonical-sysadmin or to the rt address (in that channel topic).	2.5	0.7071067812	2	2	3.5	0.7071067812	4	2	3	0	3	2	1	0	1	2
2613	trip_advisor	Hi, for another BA flight departing Are delays from LIN common?	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	1	0	1	2
2614	asapp	when the product arrives please contact us for a shipping label	3	0	3	2	4	0	4	2	3	0	3	2	1	0	1	2
2615	twitter	i would be more than happy to look into this for you rd	3.5	0.7071067812	4	2	4.5	0.7071067812	5	2	4	0	4	2	2.5	0.7071067812	3	2
2616	twitter	thank you for your patience we have reached out to the team with your reply and they should respond shortly	3.333333333	0.5773502692	3	3	4	1	4	3	4	0	4	3	1.333333333	0.5773502692	1	3
2617	yahoo	\nSo depending on your budget, your need for convenience and culture, and your tolerance for small rooms and/or omnirooms, it may suit you.	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	1.5	0.7071067812	2	2
2618	trip_advisor	Yesterday I was in the economy class of Turkish Airlines on my way back home but still had one of the best meals I've ever had on board (aand it was free!)	5	0	5	3	3.666666667	1.154700538	4	3	3.666666667	1.154700538	4	3	4	1	4	3
2619	ubuntu	If you weren't the person to install Ubuntu onto that server then it is possible that the people who did had a root password set.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
2620	ubuntu	dunno the cause of tht error thoughh.it probably means that the software is not there in the repostories, but it is reffered to as a dependencie by some other software	2	0	2	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
2621	trip_advisor	Easyjet posted on their website that they were going to honour the baggage allowance that GB customers would have had (1 case up to 23 kilos) this was posted weeks ago and is still on there.	3	0	3	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
2622	ubuntu	conf  In fact with the newest X servers you don't need that config file to be there at all.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
2623	air_customer	I spent forever obsessing about my hand luggage and in the end opted to take only a rucksack was only staying 3 nights.	3	0	3	3	3	0	3	3	3	0	3	3	2.666666667	1.154700538	3	3
2624	twitter	we are sorry to hear this was your experience contact us via and we will be in touch	2	0	2	2	4.5	0.7071067812	5	2	3.5	0.7071067812	4	2	2.5	0.7071067812	3	2
2625	twitter	ahhh so not the whole of morning peak time that is strange but helpful thanks can i use the return part of an off return during the morning peak between mcr and liverpool	3.5	0.7071067812	4	2	3.5	0.7071067812	4	2	3	0	3	2	3	0	3	2
2626	airline	I know Jetstar gets a lot of bagging but I thought I'd relate an instance of good customer service I just received from them.	4.5	0.7071067812	5	2	3	0	3	2	3.5	0.7071067812	4	2	2.5	0.7071067812	3	2
2627	twitter	oh no we want to make sure your item arrives on time what is the estimated delivery date here	2.666666667	0.5773502692	3	3	4.333333333	0.5773502692	4	3	3.666666667	0.5773502692	4	3	2	1	2	3
2628	trip_advisor	It is a special gift requested by a friend in Oz.....but don't want to give myself any bother at airports...they are stressful enough places.	2	0	2	6	2.833333333	0.4082482905	3	6	3	0	3	6	3	0.632455532	3	6
2629	asapp	I'm not sure how I would break the news but it appears that your wife was mistaken	2	0	2	2	3	0	3	2	3	0	3	2	2.5	0.7071067812	3	2
2630	yahoo	What should I have in my disaster emergency kit stored out side my house?	3	0	3	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
2631	airline	I have two booking references one from the third party site the other for Vueling ( presumably given by them to the site that booked for me) but neither of them is accepted by the Vueling website.	2	0	2	2	3	0	3	2	2.5	0.7071067812	2	2	1.5	0.7071067812	2	2
2632	twitter	thanks for reaching out we are here to help message dm us so we can look into this further with you	3.5	0.7071067812	4	2	4.5	0.7071067812	5	2	3.5	0.7071067812	4	2	1.5	0.7071067812	2	2
2633	airline	hi there, we are flying to Auckland via Dubai, someone told me that airport security is very strict on medicine like painkillers etc.	3	0	3	2	3	0	3	2	3	0	3	2	2	0	2	2
2634	twitter	really need to contact you and having trouble how do i speak to someone	2	0	2	2	3.5	0.7071067812	4	2	3	0	3	2	3	0	3	2
2635	twitter	its dead have talked to customer service and are picking it up tomorrow to return it to you nodata nostrava hi we apologize for any inconvenience this may have caused if you press any buttons on the watch does it vibrate	2	0	2	2	3.5	0.7071067812	4	2	3	0	3	2	2.5	0.7071067812	3	2
2636	yahoo	Due to this dogs forgot their "job" which was to guard sheep, or pull carts, etc.\nSecondly, certain dogs go very wild if we pull their tails, even if its done playfully.	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
2637	airline	Flights out were fine but the flight back was not as our airplane was changed to a three three three configuration so our seats which were still 3A and 3B were so small in width we could only just sit in them and when our meal was brought round we could not put the tables down to eat our meals as the tables were in the armrests hence the reason the seats were not very wide.	1.5	0.7071067812	1	2	2.5	0.7071067812	2	2	2.5	0.7071067812	2	2	2.5	0.7071067812	3	2
2638	airline	The flight leaves late due to late inbound craft -(which is a BS excuse really - - a more honest one would be the craft was late because its on an end to end schedule with very tight turnaround times, and we stuffed up somewhere earlier in the day) So I land an hour late and then have to wait for my bags - C'est la vie.	1	0	1	2	2	0	2	2	2.5	0.7071067812	2	2	4.5	0.7071067812	5	2
2639	ubuntu	can i get anything back, or is it hopeless....i take it the trash can uses the rm command or hopefully some other method????	1.5	0.7071067812	1	2	2.5	0.7071067812	2	2	2.5	0.7071067812	2	2	4.5	0.7071067812	5	2
2640	airline	I will be arriving from Tokyo to LAX intl terminal on 10-16 and will need to catch a connecting NWA flight out of Terminal 2 that same afternoon.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
2641	yahoo	Open doors, pick up the tab, and make eye contact.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
2642	github	I have tried Ctrl + C too_ but it doesn't change the unresponsiveness of my terminal either.	2	0	2	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
2643	yahoo	The best protection against this is to be explicit about your sources (opinion, etc.) and have a lawyer advise you.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
2645	yahoo	Around the Embarcadero and into the Presidio, then aound Ocean Beach and back through GG Park.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
2646	yahoo	Can't answer your question exactly, but it looks an awful lot like a Gibson archtop or a Gretsch.	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	1.5	0.7071067812	2	2
2648	asapp	Excellent I will begin printing a shipping label for your return.	4	0	4	2	3.5	0.7071067812	4	2	3	0	3	2	2.5	0.7071067812	3	2
2649	twitter	will there be an update coming soon thats gonna fix my battery issues or should i just throw away the whole phone and use a pigeon	1.333333333	0.5773502692	1	3	1.666666667	0.5773502692	2	3	2	1	2	3	4	1	4	3
2650	twitter	hello to explore your refund options you will want to get in touch with the chat team	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	1.5	0.7071067812	2	2
2651	twitter	me joguei na black friday da no comeo da semana e j chegou meus livros lindos	3	0	3	2	3	0	3	2	3	0	3	2	3	0	3	2
2652	yahoo	Trading Zito will also get them some good young players too.	3.5	0.7071067812	4	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
2653	twitter	okay we are experiencing large area issues and are working on them	2	0	2	2	3.5	0.7071067812	4	2	3	0	3	2	1.5	0.7071067812	2	2
2654	ubuntu	good day, how to leave a messeage to the user that exists on ubuntu server and is not logged in on the moment?	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	1.5	0.7071067812	2	2
2656	asapp	So when that package arrives just let us know and we'll send you a shipping label and you can just drop it off in the mail for us.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
2657	airline	both are soft material just wondering what people would recommend.	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	1	0	1	2
2658	air_customer	I have heard that today travel companies have been informed that the Thompson Dreamliner from UK will not operate until late this year or, next year.	2	0	2	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
2659	ubuntu	But the 'selection of a window' part looks a bit more complicated.	2	0	2	2	3	0	3	2	2.5	0.7071067812	2	2	2	0	2	2
2660	airline	And I, on the other hand, am extremely confused and frustrated that I can't speak to Aeromexico directly (or email them, for that matter).	1	0	1	3	2.333333333	0.5773502692	2	3	2.333333333	1.154700538	2	3	4	1	4	3
2661	trip_advisor	Therefore on international flights, in coach, Apart from complimentary drink service, can I expect any complimentary snacks or meals?If snacks and meals can be bought under charge, does anyone know the prices on international flights ?	2.666666667	0.5773502692	3	3	3	1	3	3	3	0	3	3	2.666666667	0.5773502692	3	3
2662	ubuntu	okay, i've got it booting up onto my displays second input, so I can bounce back and forth between machines on one monitor	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	1.5	0.7071067812	2	2
2663	asapp	I will need your full mailing address so I can send you a return label.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
2664	ubuntu	I like gentoo/portage... I think there should be a project that will allow portage to create deb packages, since portage is an awesome tool for compile-time configuration	3.5	0.7071067812	4	2	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2
2665	ubuntu	But any user simply does not seem to have access to my eth0 device.	2	0	2	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
2666	trip_advisor	I called the U.S. here in Brazil, and informed me that surely be able to change it after shipment, or in Rio de Janeiro or Charlotte.	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	2	0	2	2
2667	yahoo	\n\n Even if u hit urself (not too hard) it pains lesser than when some body else hits u suddenly.	3	0	3	2	3	0	3	2	3	0	3	2	2	0	2	2
2668	twitter	can you please tell me why my 7 almost burned a hole in my pants and why my flashlight or camera doesnt work now	1	0	1	2	2	0	2	2	2.5	0.7071067812	2	2	3.5	0.7071067812	4	2
2670	trip_advisor	Are you able to check in online in the exit seats?	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	1	0	1	2
2671	asapp	great and do you wish to return it by mail in store or at the drop off center?	3.333333333	0.5773502692	3	3	3.666666667	0.5773502692	4	3	3.333333333	0.5773502692	3	3	1.666666667	1.154700538	2	3
2672	yahoo	Where can I find a list of important events from a year in history?	3	0	3	2	3.5	0.7071067812	4	2	3.5	0.7071067812	4	2	1	0	1	2
2673	twitter	hi dess kindly attach guest passport copy via message dm for us to do name correction see you there anwar	3	0	3	2	3.5	0.7071067812	4	2	3.5	0.7071067812	4	2	1.5	0.7071067812	2	2
2674	ubuntu	i think the install cd comes with a "copy info from another partition" option when you get to the partitioning part	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
